Tweet Content,Tweet URL,Category No.,,LEGEND,,,Distribution,
"Kanter ($5M) slides into Portland's $7M trade exception and resumes the model at center -- Nurkic and Kanter -- that helped lead Portland to WCF. Nurkic got hurt late that season, but now he'll be starter with Kanter as backup. Zach Collins is recovering from ankle surgery. https://t.co/2bK5jvWE3F",https://twitter.com/wojespn/status/1329891040740794368,,,,,,,
"Kanter returns to the Blazers, where he had a terrific stretch after signing as a buyout free agent in 2019: 13 points, 8.6 rebounds in 23 games. https://t.co/2bK5jvWE3F",https://twitter.com/wojespn/status/1329888703116767233,,,,,,,
"Portland is acquiring Boston's Enes Kanter in a three-way deal with Memphis, sources tell ESPN. Memphis gets Mario Hezonjia and 30th pick (Desmond Bane) from draft night deal as part of trade too. Celtics get a future Memphis draft consideration.",https://twitter.com/wojespn/status/1329888113519259650,,,,,,,
"ESPN Sources: Anthony Davis is on course to return to the Lakers, but don't expect a formal commitment in the immediate hours and days after free agency opens. Davis will take time to consider the structure and length of a new max contract. https://t.co/nHBQfBGwJq",https://twitter.com/wojespn/status/1329824350594347009,,,,,,,
"ESPN story on Golden State finalizing trade to acquire OKC’s Kelly Oubre Jr., for a 2021 protected first-round pick: https://t.co/KFe5UvvReP",https://twitter.com/wojespn/status/1329617937716703232,,,,,,,
"The Thunder will create a $14.4M trade exception in the deal, per @BobbyMarks42. https://t.co/QmJ3C0A2B4",https://twitter.com/wojespn/status/1329609112783622145,,,,,,,
"Sources: The Warriors will only convey that first-round pick next season should they finish 21-to-30 in the final regular season standings. If the Warriors land in the top 20, they’ll send two second-round picks to OKC. https://t.co/ltzvx7cIhQ",https://twitter.com/wojespn/status/1329607368527712260,,,,,,,
"The Golden State Warriors are finalizing a trade to acquire Oklahoma City Thunder forward Kelly Oubre, Jr., for a 2021 protected first-round pick, sources tell ESPN.",https://twitter.com/wojespn/status/1329606925940633601,,,,,,,
"The Detroit Pistons aren't extending a qualifying offer to Thon Maker and he'll become an unrestricted free agent, source tells ESPN.",https://twitter.com/wojespn/status/1329567624766894080,,,,,,,
The Jazz save $5M in salary for 2020-2021. Utah is working to re-sign Jordan Clarkson and extensions are on the horizon for Donovan Mitchell and Rudy Gobert. Knicks get the two 2023 second-round picks to take on the salary. https://t.co/pZTs4OmRE0,https://twitter.com/wojespn/status/1329557358314450948,,,,,,,
"The Utah Jazz are trading Ed Davis and two 2023 second-round picks to the New York Knicks, sources tell @WindhorstESPN and me.",https://twitter.com/wojespn/status/1329556734977970179,,,,,,,
"The Warriors will absorb Oubre Jr., and his $14.4M salary into their $17.2M trade exception once deal is done. https://t.co/GcLaIlnwNF",https://twitter.com/wojespn/status/1329545263967588352,,,,,,,
"Golden State is nearing a deal with Oklahoma City to acquire Kelly Oubre Jr., sources tells ESPN.",https://twitter.com/wojespn/status/1329544608922144772,,,,,,,
"The Phoenix Suns are declining the $5.2M team option on Frank Kaminsky, making him an unrestricted free agent, source tells ESPN.",https://twitter.com/wojespn/status/1329536427051397123,,,,,,,
"Boston has declined a qualifying offer to guard Brad Wanamaker, making him an unrestricted free agent, source tells ESPN.",https://twitter.com/wojespn/status/1329532303811506183,,,,,,,
"Detroit is trading Khyri Thomas and Tony Snell to Atlanta for Dewayne Dedmon, sources tell ESPN.",https://twitter.com/wojespn/status/1329518171389382662,,,,,,,
"The Brooklyn Nets are declining Garrett Temple's option for the 2020-2021 season, source tells ESPN. He will become a free agent.",https://twitter.com/wojespn/status/1329512593208324097,,,,,,,
Source: Warriors' Thompson suffers Achilles tear - via @ESPN App https://t.co/Ft9wqtXdSB,https://twitter.com/wojespn/status/1329500908502310914,2,,,,,,
"Based on the type of tear, Thompson has been told to expect that he will make a full recovery, a source tells ESPN. https://t.co/wFA1AZREDe",https://twitter.com/wojespn/status/1329498145773019136,,,,,,,
Source: Golden State’s Klay Thompson has suffered a season-ending Achilles tear.,https://twitter.com/wojespn/status/1329492642896470016,2,,,,,,
"Undrafted William &amp; Mary center Nathan Knight is signing a two-way deal with the Atlanta Hawks, source tells ESPN.",https://twitter.com/wojespn/status/1329477504978051074,,,,,,,
"Forward Mike Muscala has exercised his player option to return to Oklahoma City this season, source tells ESPN.",https://twitter.com/wojespn/status/1329476948914003977,,,,,,,
"Miami's Kelly Olynyk has exercised his $13.6M player option for the 2020-21 season, source tells ESPN",https://twitter.com/wojespn/status/1329464147256496128,,,,,,,
"The WCC’s Defensive Player of the Year — guard Jahlil Tripp of Pacific — is signing an Exhibit 10 deal with the Memphis Grizzlies, his agent Daniel Green tells ESPN.",https://twitter.com/wojespn/status/1329312312717619200,,,,,,,
Former Delaware and UAB guard ...,https://twitter.com/wojespn/status/1329309857623707650,,,,,,,
"UAB guard Nate Darling is signing a two-way deal with Charlotte, his agents Mike George and Nate Daniels of @OneLegacySports tell ESPN.",https://twitter.com/wojespn/status/1329303903087816704,,,,,,,
"French F Killian Tillie of Gonzaga is signing a two-way deal with the Memphis Grizzlies, his agent Andy Shiffman of @PrioritySports tells ESPN.",https://twitter.com/wojespn/status/1329299441216606208,,,,,,,
"Undrafted Kansas guard Devon Dotson is signing with the Chicago Bulls, source tells ESPN. Dotson is a Chicago native who grew up idolizing Derrick Rose.",https://twitter.com/wojespn/status/1329296420382388227,,,,,,,
"Portland is targeting CJ Elleby at No. 46, per source.",https://twitter.com/wojespn/status/1329282348530208768,,,,,,,
"The Bucks are targeting Jordan Nwora at 45, per source.",https://twitter.com/wojespn/status/1329282199175241728,,,,,,,
"The Bulls are targeting Marko Simonovic at No. 44, source tells ESPN.",https://twitter.com/wojespn/status/1329281721796276229,,,,,,,
Kings at No. 43.,https://twitter.com/wojespn/status/1329280999990190081,,,,,,,
"The Kings are targeting Jahmi'us Ramsey, per source.",https://twitter.com/wojespn/status/1329280872634331138,,,,,,,
"Pelicans are targeting Nick Richards at No. 42, per source.",https://twitter.com/wojespn/status/1329280491707641859,,,,,,,
"Spurs are targeting Tre Jones at No. 41, per source.",https://twitter.com/wojespn/status/1329280153688608773,,,,,,,
ZREJCI,https://twitter.com/wojespn/status/1329280065490849792,,,,,,,
"Krejchi is on the move to OKC, sources tell ESPN. https://t.co/vo6qThmel9",https://twitter.com/wojespn/status/1329279884112388099,,,,,,,
"Hughes is headed to the Jazz, per source. https://t.co/NFeCnVI23C",https://twitter.com/wojespn/status/1329278798857183234,,,,,,,
Lee goes to the Pistons as part of the Tony Bradley trade. https://t.co/p8Jj8xLpup,https://twitter.com/wojespn/status/1329278677406932992,,,,,,,
"Seth Curry is married coach Doc Rivers' daughter, Callie. https://t.co/2L0ECBq37e",https://twitter.com/wojespn/status/1329275728500830210,0,,,,,,
"Dallas is acquiring Philadelphia's Josh Richardson and No. 36 pick for Seth Curry, source tells ESPN.",https://twitter.com/wojespn/status/1329275500565557251,,,,,,,
"The Knicks are targeting Daniel Oturu at No. 33, source tells ESPN.",https://twitter.com/wojespn/status/1329274860485423105,,,,,,,
"Charlotte is targeting Duke's Vernon Carey Jr. at No. 32, per source.",https://twitter.com/wojespn/status/1329274109004558337,,,,,,,
"Grizzlies are targeting Desmond Bane here, per source.",https://twitter.com/wojespn/status/1329271617973837824,,,,,,,
"No. 30 is headed to Memphis, per source. https://t.co/0Eyj2JxXBa",https://twitter.com/wojespn/status/1329271439502036994,,,,,,,
"Boston is moving the 30th pick, per source.",https://twitter.com/wojespn/status/1329271078997340160,,,,,,,
"Toronto is targeting Malachi Flynn at No. 29, source tells ESPN.",https://twitter.com/wojespn/status/1329270657205604354,,,,,,,
"Of course, McDaniels is a PF. Edwards, Bolmare and Rubio are guards.",https://twitter.com/wojespn/status/1329270110851387394,,,,,,,
"Rosas has reshaped the Timberwolves perimeter talent tonight: Drafting Anthony Edwards, Leandro Bolmare, Jaden McDaniels in the first round -- and acquiring Ricky Rubio. https://t.co/8ORyghQ7Io",https://twitter.com/wojespn/status/1329269211357712385,,,,,,,
"The Timberwolves are targeting Jaden McDaniels at No. 28, source tells ESPN.",https://twitter.com/wojespn/status/1329268581696155653,,,,,,,
"Pistons will send cash to the Jazz too, per source. https://t.co/1EEckehXdW",https://twitter.com/wojespn/status/1329267775043407874,,,,,,,
"The Utah Jazz have agreed to trade C Tony Bradley and the 38th pick to the Detroit Pistons for future considerations, sources tell ESPN.",https://twitter.com/wojespn/status/1329267542716805123,,,,,,,
"Utah is targeting Udoka Azubuike at No. 27, source tells ESPN&gt;",https://twitter.com/wojespn/status/1329267194602139650,3,,,,,,
"Boston is targeting Payton Pritchard at 26, source tells ESPN.",https://twitter.com/wojespn/status/1329266407662645248,3,,,,,,
"New Orleans is selecting RJ Hampton for the Nuggets, source tells ESPN.",https://twitter.com/wojespn/status/1329264380882677770,,,,,,,
"As Windhorst says, Knicks are sending Bolmaro to Minny for No. 25 and 33. https://t.co/oXEtHj9kyk",https://twitter.com/wojespn/status/1329263942452043776,,,,,,,
"Bolmaro is going to Minnesota in a trade, per source.",https://twitter.com/wojespn/status/1329263647324057601,,,,,,,
Bolmaro is an Argentinian guard. https://t.co/8GnZ3qS8dp,https://twitter.com/wojespn/status/1329263132771045376,,,,,,,
"The Knicks are targeting Leandro Bolmaro at No. 23, source tells ESPN. New York selected Obi Toppin at No. 8.",https://twitter.com/wojespn/status/1329262948813070340,3,,,,,,
"Denver is targeting Zeke Nnaji at No. 22, source tells ESPN.",https://twitter.com/wojespn/status/1329261322777866240,3,,,,,,
"The Sixers are targeting Tyrese Maxey at No. 21, source tells ESPN.",https://twitter.com/wojespn/status/1329259692640657408,3,,,,,,
"Miami is targeting Precious Achiuwa at No. 20, source tells ESPN.",https://twitter.com/wojespn/status/1329257904051023873,3,,,,,,
"Rodney McGruder is leaving the Clippers for the Pistons as part of the three-team deal with the Nets, sources tell ESPN.",https://twitter.com/wojespn/status/1329257248514842624,,,,,,,
"Detroit is targeting Saddiq Bey at No. 19, source tells ESPN.",https://twitter.com/wojespn/status/1329256192523300869,,,,,,,
"The Pistons will get the No. 19 pick, giving them three in the Top 20 now, per source.",https://twitter.com/wojespn/status/1329255288856334336,,,,,,,
"This is a three-way deal that includes the Pistons, with Luke Kennard heading to the Clippers, sources tell ESPN. https://t.co/Nmt9zcRIUE",https://twitter.com/wojespn/status/1329254968780595205,,,,,,,
"The Clippers are trading Landry Shamet to the Nets for No. 19, source tells ESPN.",https://twitter.com/wojespn/status/1329254227546427392,4,,,,,,
"Oklahoma City is targeting Serbia PF Aleksej Pokusevski at No. 17, source tells ESPN.",https://twitter.com/wojespn/status/1329253415923355650,3,,,,,,
Detroit GM Troy Weaver worked with Stewart's college coach - UW's Mike Hopkins - Syracuse as an assistant coach before coming to the NBA. https://t.co/HRUSLhC6gp,https://twitter.com/wojespn/status/1329252057845551105,,,,,,,
"Detroit is targeting center Isaiah Stewart with No. 16, source tells ESPN.",https://twitter.com/wojespn/status/1329251738700943362,3,,,,,,
"Minnesota is acquiring Oklahoma City's Ricky Rubio, the 25th and 28th picks for a package that includes the No. 17 pick, sources tell ESPN.",https://twitter.com/wojespn/status/1329251174067920904,4,,,,,,
"Orlando is targeting Cole Anthony at No. 15, source tells ESPN.",https://twitter.com/wojespn/status/1329249831634808832,3,,,,,,
"Boston is targeting Aaron Nesmith at No. 14, source tell ESPN.",https://twitter.com/wojespn/status/1329249265693159424,3,,,,,,
@BonniesMBB @atlantic10 !!!,https://twitter.com/wojespn/status/1329248600912703488,,,,,,,
"New Orleans is targeting Kira Lewis at No. 13, source tells ESPN.",https://twitter.com/wojespn/status/1329248267893415942,3,,,,,,
"New Orleans has been discussing trade scenarios with the No. 13 pick, sources tell ESPN.",https://twitter.com/wojespn/status/1329246799748542464,3,,,,,,
"The Kings never imagined Tyrese Haliburton could get to them at No. 12, sources tell ESPN, but...here he comes.",https://twitter.com/wojespn/status/1329246331878182914,3,,,,,,
"Spurs are targeting Devin Vassell at 11, per source.",https://twitter.com/wojespn/status/1329245864141971456,3,,,,,,
"The Suns are targeting Jalen Smith at No. 10, source tells ESPN.",https://twitter.com/wojespn/status/1329244055478394881,3,,,,,,
"Few had expected that Deni Avdija would be available for Washington at No. 9, but it appears he could make it past the Knicks to them. He's been high on Wizards board, per sources.",https://twitter.com/wojespn/status/1329240139827187715,3,,,,,,
"New York has long been excited that Dayton's Obi Toppin might drop to them at No. 8, sources tell ESPN. He's almost there.",https://twitter.com/wojespn/status/1329239294519685120,3,,,,,,
"Detroit is targeting Killian Hayes at No. 7, source tells ESPN.",https://twitter.com/wojespn/status/1329238056185065472,3,,,,,,
"The Hawks are targeting Oneyka Okongwu with No. 6, per source.",https://twitter.com/wojespn/status/1329237211720671233,3,,,,,,
"Cleveland is targeting Isaac Okoro with No. 5, source tells ESPN.",https://twitter.com/wojespn/status/1329236365041610755,3,,,,,,
"Cleveland continues to field trade offers for the No. 5 pick, sources tell ESPN.",https://twitter.com/wojespn/status/1329234733981708288,3,,,,,,
"The Chicago Bulls are targeting Patrick Williams with No. 4, per source.",https://twitter.com/wojespn/status/1329234505069191169,3,,,,,,
@ZachLowe_NBA Stop it.,https://twitter.com/wojespn/status/1329233486188666883,5,,,,,,
"Charlotte is focused on LaMelo Ball with the No. 3 pick, sources tell ESPN.",https://twitter.com/wojespn/status/1329231944933117954,3,,,,,,
"Golden State is targeting James Wiseman with the No. 2 pick, per sources.",https://twitter.com/wojespn/status/1329231585116348417,3,,,,,,
"Emerging at the top of the Timberwolves draft board for No. 1: Anthony Edwards, per sources.",https://twitter.com/wojespn/status/1329230461340704769,3,,,,,,
"The Timberwolves remain on the phones discussing possible trade scenarios with the No. 1 overall pick, sources tell ESPN. Gersson Rosas' plan had always been to take this down to the wire and that's what's happening now.",https://twitter.com/wojespn/status/1329228221682946052,3,,,,,,
"The Kings and Milwaukee Bucks had hoped to bring Bogdanovic the framework of a sign-and-trade to negotiate a Bodanovic contract with Milwaukee on Friday, but he will move into the marketplace to find an offer sheet or seek out other sign-and-trade scenarios, sources said. https://t.co/KDlBiLcaBs",https://twitter.com/wojespn/status/1329219843678203906,3,,,,,,
"Sacramento Kings forward Bogdan Bogdanovic plans to enter restricted free agency on Friday at 6 PM ET, sources tell ESPN.",https://twitter.com/wojespn/status/1329219522600050688,0,,,,,,
"In his first draft as Pistons GM, Troy Weaver will be picking at Nos. 7 and 16. His mandate has been to restore the franchise's base of young talent and he'll get a chance to impact that beginning with tonight's draft.",https://twitter.com/wojespn/status/1329211501907992577,5,,,,,,
"The Rockets are purchasing Detroit's 2021 second-round pick -- via the Lakers -- for $4.6M, sources tell ESPN.",https://twitter.com/wojespn/status/1329211024562671617,4,,,,,,
"Houston is trading Trevor Ariza and the No. 16 pick tonight to Detroit for a future first-round pick, sources tell ESPN. The deal gives the Rockets - a hard-capped team -- the freedom to use their mid-level exception in free agency.",https://twitter.com/wojespn/status/1329210516900864000,4,,,,,,
"Thompson's possible injury involves his lower right leg today, source tells ESPN. Again, his ACL had been on his left knee. https://t.co/V5JTcG9pBy",https://twitter.com/wojespn/status/1329208285237555208,2,,,,,,
"Golden State G Klay Thompson will undergo testing within the next few days on a leg injury suffered in a workout in Southern California today, sources tell ESPN. The severity of the injury is unclear. Thompson missed the 2019-2020 season with a torn ACL in his left knee.",https://twitter.com/wojespn/status/1329207114913472513,2,,,,,,
"The Thunder will have three picks in the top 34 tonight, including Nos. 25 and 28.",https://twitter.com/wojespn/status/1329191386051203076,5,,,,,,
"The Sixers are also sending the rights to Serbian point guard Vasilije Micic to the Thunder, sources tell ESPN. Micic, 26, is considered one of Europe's top point guards. https://t.co/NXEzcdyoTH",https://twitter.com/wojespn/status/1329191170560434186,4,,,,,,
"The Sixers are sending a lightly-protected 2025 first-round pick and the 34th overall pick in tonight's draft, sources tell ESPN. The Thunder are also sending Terrance Ferguson to the Sixers with Green. https://t.co/sDCfPo4T4L",https://twitter.com/wojespn/status/1329190821493661702,4,,,,,,
"The Sixers are trading Al Horford and a first-round and second-round pick to the Thunder for Danny Green, sources tell ESPN.",https://twitter.com/wojespn/status/1329188492912578568,4,,,,,,
Moving up four spots to No. 23 strengthens the Knicks ability to package that and No. 8 to target a pick/player above them on the board tonight. https://t.co/pVq8xKr8HN,https://twitter.com/wojespn/status/1329082439222759425,5,,,,,,
"ESPN Sources: The New York Knicks are moving up in Wednesday’s NBA Draft, acquiring the Utah Jazz’s pick at No. 23 for the 27th and 38th picks tonight. Knicks are now picking at Nos. 8 and No. 23. https://t.co/fjVHs85nY5",https://twitter.com/wojespn/status/1329067467814154240,5,,,,,,
John Hammond On drafting Giannis https://t.co/mLakeHUYsU https://t.co/zxgbPv1Nqb,https://twitter.com/wojespn/status/1328793203345076230,5,,,,,,
"Portland Trail Blazers F Rodney Hood is declining his $6M player option and becoming a free agent, sources tell ESPN. Hood’s had nearly a full year to recover from a torn Achilles injury and can play right away with a new team.",https://twitter.com/wojespn/status/1328758444116086785,4,,,,,,
"After promising to deliver Giannis a reshaped supporting cast prior to his extension decision, the Bucks make moves for Jrue Holiday and Bogdan Bogdanovic. Story on ESPN: https://t.co/IPqCbVYPqY",https://twitter.com/wojespn/status/1328619251117252608,5,,,,,,
